 
  0.  0 0 0 
  0.1  0.2863535986  0.2863931935  0.2863939264  
  0.2  0.5498706771  0.5503787303  0.5503961213  
  0.3  0.7956244613  0.7977110941  0.7978101134  
  0.4  1.027211894  1.032619048  1.032935263  
  0.5  1.247288771  1.258217805  1.258956613  
  0.6  1.457883312  1.476812426  1.478233704  
  0.7  1.660586731  1.690117275  1.692514524  
  0.8  1.856673732  1.899413932  1.903094016  
  0.9  2.047181889  2.105665002  2.110931496  
  1.  2.232966068  2.309596536  2.316737644  
  1.1  2.414737148  2.511758133  2.521038944  
  1.2  2.593090474  2.712567078  2.724225426  
  1.3  2.768527381  2.912340987  2.92658603  
  1.4  2.941471841  3.111322103  3.128334808  
  1.5  3.112283607  3.30969549  3.329630334  
  1.6  3.281268748  3.507602712  3.530590084  
  1.7  3.44868821  3.705152179  3.731301084  
  1.8  3.614764841  3.902426979  3.931827806  
  1.9  3.779689204  4.099490834  4.132218012  
  2.  3.943624435  4.296392645  4.332507083  
  2.1  4.106710305  4.49316995  4.532721232  
  2.2  4.269066652  4.689851575  4.732879877  
  2.3  4.430796278  4.886459667  4.932997405  
  2.4  4.591987413  5.083011237  5.133084471  
  2.5  4.752715805  5.279519359  5.333148972  
  2.6  4.913046506  5.475994081  5.533196755  
  2.7  5.073035392  5.672443126  5.733232154  
  2.8  5.232730473  5.868872431  5.933258378  
  2.9  5.392172997  6.065286558  6.133277805  
  3.  5.551398416  6.261689016  6.333292197  
  3.1  5.710437197  6.458082502  6.533302859  
  3.2  5.869315527  6.654469089  6.733310757  
  3.3  6.028055916  6.850850373  6.933316608  
  3.4  6.186677714  7.047227578  7.133320943  
  3.5  6.345197555  7.243601648  7.333324155  
  3.6  6.503629738  7.439973307  7.533326533  
  3.7  6.661986559  7.636343111  7.733328296  
  3.8  6.820278584  7.832711491  7.933329602  
  3.9  6.978514901  8.029078774  8.133330569  
  4.  7.136703322  8.225445215  8.333331285  
  4.1  7.294850563  8.421811007  8.533331816  
  4.2  7.452962399  8.618176302  8.733332209  
  4.3  7.611043794  8.814541213  8.933332501  
  4.4  7.769099016  9.010905829  9.133332716  
  4.5  7.927131736  9.207270219  9.333332876  
  4.6  8.085145108  9.403634435  9.533332995  
  4.7  8.243141846  9.599998517  9.733333083  
  4.8  8.401124282  9.796362496  9.933333148  
  4.9  8.559094421  9.992726396  10.1333332  
  5.  8.717053988  10.18909024  10.33333323  
  5.1  8.875004465  10.38545403  10.53333326  
  5.2  9.032947126  10.58181778  10.73333328  
  5.3  9.190883068  10.77818151  10.93333329  
  5.4  9.348813232  10.97454522  11.1333333  
  5.5  9.506738429  11.17090891  11.33333331  
  5.6  9.664659354  11.36727259  11.53333332  
  5.7  9.822576608  11.56363626  11.73333332  
  5.8  9.980490705  11.75999992  11.93333332  
  5.9  10.13840209  11.95636357  12.13333333  
  6.  10.29631113  12.15272722  12.33333333  
  6.1  10.45421818  12.34909087  12.53333333  
  6.2  10.61212349  12.54545452  12.73333333  
  6.3  10.77002733  12.74181816  12.93333333  
  6.4  10.92792988  12.9381818  13.13333333  
  6.5  11.08583134  13.13454544  13.33333333  
  6.6  11.24373186  13.33090908  13.53333333  
  6.7  11.40163157  13.52727272  13.73333333  
  6.8  11.55953058  13.72363636  13.93333333  
  6.9  11.71742899  13.92  14.13333333  
  7.  11.87532689  14.11636363  14.33333333  
  7.1  12.03322434  14.31272727  14.53333333  
  7.2  12.19112141  14.50909091  14.73333333  
  7.3  12.34901816  14.70545454  14.93333333  
  7.4  12.50691462  14.90181818  15.13333333  
  7.5  12.66481084  15.09818182  15.33333333  
  7.6  12.82270686  15.29454545  15.53333333  
  7.7  12.98060269  15.49090909  15.73333333  
  7.8  13.13849837  15.68727273  15.93333333  
  7.9  13.29639392  15.88363636  16.13333333  
  8.  13.45428935  16.08  16.33333333  
  8.1  13.61218469  16.27636364  16.53333333  
  8.2  13.77007994  16.47272727  16.73333333  
  8.3  13.92797512  16.66909091  16.93333333  
  8.4  14.08587024  16.86545455  17.13333333  
  8.5  14.2437653  17.06181818  17.33333333  
  8.6  14.40166032  17.25818182  17.53333333  
  8.7  14.5595553  17.45454545  17.73333333  
  8.8  14.71745025  17.65090909  17.93333333  
  8.9  14.87534516  17.84727273  18.13333333  
  9.  15.03324005  18.04363636  18.33333333  
  9.1  15.19113492  18.24  18.53333333  
  9.2  15.34902977  18.43636364  18.73333333  
  9.3  15.50692461  18.63272727  18.93333333  
  9.4  15.66481943  18.82909091  19.13333333  
  9.5  15.82271424  19.02545455  19.33333333  
  9.6  15.98060904  19.22181818  19.53333333  
  9.7  16.13850383  19.41818182  19.73333333  
  9.8  16.29639861  19.61454545  19.93333333  
  9.9  16.45429339  19.81090909  20.13333333  
  10.  16.61218816  20.00727273  20.33333333 
 
