3 200.779812543 21.1152782745 150.850113468 250.709511617 exp3
2 134.717440033 17.4023002262 97.393218169 172.041661898 exp2
1 134.761499983 17.4195685788 92.1373512265 177.385648739 exp1
4 -1 0 0 0 exp4
