1 6161.99638571 103.646959912 5908.38141141 6415.61136 1 76.3442857143 0.0951230597766 76.1115279722 76.5770434563 1 250.47 0.0186262925859 250.424423104 250.515576896 1 6187.46638571 103.649447503 5933.84532449 6441.08744692
2 6314.60216665 90.3274195662 6120.86911961 6508.33521369 2 152.839333333 0.126088035091 152.568901394 153.109765272 2 500.9206666667 0.0344798384476 500.8467147682 500.9946185652 2 6365.52283332 90.3422226276 6171.75803687 6559.28762976
3 6743.53138749 73.0897874054 6570.70150369 6916.36127129 3 306.595 0.187483332592 306.151672365 307.038327635 3 1020.1475 0.0163697510739 1020.10879169 1020.18620831 3 6845.67888749 73.10027461 6672.82420539 7018.53356958
4 6550.64936 63.5964907876 6374.07719445 6727.22152556 4 521.676 82.3289076619 293.094307306 750.257692694 4 1730.538 27.3780068522 970.5244668851 2490.551533115 4 6724.18736 87.3262786678 6481.73074104 6966.64397896
