BatchID,Start Date,Start Time,Start Date+Time, Num Nodes, Duration (s), Bytes Read, Bytes Written,Bytes Read (GB),Bytes Written (GB), Opens, Closes, GetAttr, SetAttr,Avg. GB Read/node,Avg. GB Written/node
3035606,10/26/16,18:38:27,10/26/16 18:38,15,7124,1890013184,1587896415,1.760211945,1.478843777,"47,207","11,944","8,844","2,648",0.11735,0.09859
3035654,10/26/16,19:41:48,10/26/16 19:41,15,6593,2710106112,2647711933,2.523983002,2.465873894,"62,697","14,507","10,509","3,555",0.16827,0.16439
3035658,10/26/16,19:48:27,10/26/16 19:48,15,6760,3916558336,2492701342,3.647579193,2.321509032,"62,751","14,517","10,816","3,555",0.24317,0.15477
3035670,10/26/16,20:12:29,10/26/16 20:12,23,6471,5665189888,2314153123,5.276119232,2.155223045,"65,266","15,565","11,355","3,460",0.22940,0.09371
3035671,10/26/16,20:12:54,10/26/16 20:12,15,6333,2371837952,2518544543,2.208946228,2.345577388,"62,775","14,497","10,339","3,555",0.14726,0.15637
3035672,10/26/16,20:17:03,10/26/16 20:17,24,6732,8024031232,4937822691,7.472961426,4.598705742,"100,422","23,230","17,501","5,688",0.31137,0.19161
3035684,10/26/16,20:29:13,10/26/16 20:29,15,6429,5395214336,2536281410,5.024684906,2.362096133,"62,752","14,518","10,292","3,555",0.33498,0.15747
3035685,10/26/16,20:29:18,10/26/16 20:29,15,6601,5825957888,2574620513,5.4258461,2.397802205,"62,742","14,552","10,317","3,555",0.36172,0.15985
3035697,10/26/16,20:38:39,10/26/16 20:38,15,6047,7660326912,2421233936,7.134235382,2.254949823,"62,837","14,471","10,341","3,555",0.47562,0.15033
3035776,10/26/16,20:56:46,10/26/16 20:56,15,5810,4214935552,2282397914,3.92546463,2.125648702,"59,870","13,881","9,897","3,346",0.26170,0.14171
3035777,10/26/16,20:58:43,10/26/16 20:58,15,6318,4879302656,2551990976,4.544204712,2.376726806,"59,782","13,823","10,850","3,342",0.30295,0.15845
3035778,10/26/16,20:58:47,10/26/16 20:58,15,5771,5527625728,2390132104,5.148002625,2.225983985,"62,769","14,491","10,748","3,555",0.34320,0.14840
3035783,10/26/16,21:08:27,10/26/16 21:08,15,6430,5945110528,2828633504,5.536815643,2.634370238,"62,738","14,504","10,310","3,555",0.36912,0.17562
3035787,10/26/16,21:16:13,10/26/16 21:16,19,6221,6770946048,3043910558,6.305934906,2.834862618,"73,923","17,167","12,316","4,171",0.33189,0.14920
3035807,10/26/16,21:40:37,10/26/16 21:40,15,5731,1728339968,2234458662,1.609642029,2.081001794,"62,850","14,484","10,237","3,555",0.10731,0.13873
3035808,10/26/16,21:40:40,10/26/16 21:40,15,5555,3769892864,2128197765,3.510986328,1.982038622,"62,728","14,494","10,397","3,555",0.23407,0.13214
3035809,10/26/16,21:41:12,10/26/16 21:41,15,6051,5037281280,2063538665,4.691333771,1.921820142,"62,723","14,445","10,265","3,555",0.31276,0.12812
3035810,10/26/16,21:44:23,10/26/16 21:44,18,6017,3622678528,2904434235,3.373882294,2.70496517,"75,441","17,349","12,486","4,266",0.18744,0.15028
3035811,10/26/16,21:48:09,10/26/16 21:48,15,5665,2677411840,2319222681,2.493534088,2.159944438,"62,816","14,494","10,286","3,555",0.16624,0.14400
3035815,10/26/16,21:48:35,10/26/16 21:48,15,5669,3123892224,2364066208,2.909351349,2.201708227,"62,988","14,446","10,475","3,555",0.19396,0.14678
3035817,10/26/16,21:54:59,10/26/16 21:54,67,6106,53286084608,13704379239,49.62653351,12.76319776,"280,424","64,728","47,437","15,879",0.74069,0.19050
3035818,10/26/16,21:58:11,10/26/16 21:58,15,5692,7267692544,2571742169,6.768566132,2.395121538,"62,804","14,482","10,310","3,555",0.45124,0.15967
3035823,10/26/16,22:08:24,10/26/16 22:08,54,5904,37207420928,11714386702,34.65211105,10.90987278,"226,163","52,107","38,164","12,798",0.64171,0.20203
3035825,10/26/16,22:10:08,10/26/16 22:10,16,6450,5691465728,3113743228,5.300590515,2.89989936,"67,003","15,571","11,355","3,792",0.33129,0.18124
3035833,10/26/16,22:19:26,10/26/16 22:19,16,6281,5657341952,2706246966,5.268810272,2.520388892,"64,440","15,099","11,088","3,626",0.32930,0.15752
3035840,10/26/16,22:34:30,10/26/16 22:34,15,6138,5472231424,2668447933,5.096412659,2.485185799,"62,876","14,642","11,395","3,555",0.33976,0.16568
3035841,10/26/16,22:38:38,10/26/16 22:38,39,6464,20206518272,8125282141,18.81878662,7.567258683,"158,306","37,502","28,585","8,900",0.48253,0.19403
3035843,10/26/16,22:40:53,10/26/16 22:40,39,6473,26290581504,8133838091,24.48501205,7.575227032,"163,968","38,734","29,542","9,243",0.62782,0.19424
3035846,10/26/16,22:46:50,10/26/16 22:46,39,6715,21090430976,8553406726,19.64199448,7.965980774,"161,270","38,119","29,786","9,047",0.50364,0.20426
3035866,10/26/16,23:06:17,10/26/16 23:06,25,6284,13082521600,4934196237,12.1840477,4.595328343,"104,778","24,168","18,835","5,925",0.48736,0.18381
3035868,10/26/16,23:10:06,10/26/16 23:10,15,6326,5461377024,2680686098,5.086303711,2.496583479,"62,752","14,606","10,730","3,555",0.33909,0.16644
3035871,10/26/16,23:11:21,10/26/16 23:11,25,6497,7643725824,4730317000,7.118774414,4.405451007,"101,897","23,730","17,436","5,743",0.28475,0.17622
3035921,10/26/16,23:58:20,10/26/16 23:58,15,6672,3870572544,2793599272,3.604751587,2.601742066,"62,760","14,614","10,558","3,555",0.24032,0.17345
3035928,10/27/16,0:03:38,10/27/16 0:03,15,6862,4915638272,2255282644,4.578044891,2.100395638,"62,900","14,886","11,481","3,555",0.30520,0.14003
3035929,10/27/16,0:03:41,10/27/16 0:03,15,6592,3606843392,2756460045,3.359134674,2.567153466,"62,590","14,620","10,642","3,555",0.22394,0.17114
3035930,10/27/16,0:03:44,10/27/16 0:03,15,6499,8783396864,2830142230,8.180175781,2.635775348,"62,734","14,588","10,657","3,555",0.54535,0.17572
3035931,10/27/16,0:04:19,10/27/16 0:04,15,6438,3859091456,2693239896,3.59405899,2.508275114,"62,737","14,635","10,839","3,555",0.23960,0.16722
3035932,10/27/16,0:06:49,10/27/16 0:06,15,6069,5719760896,2692044045,5.326942444,2.507161391,"62,625","14,523","13,703","3,555",0.35513,0.16714
3035934,10/27/16,0:12:00,10/27/16 0:12,17,6567,6512267264,3242841015,6.065021515,3.020131043,"71,122","16,580","12,028","4,029",0.35677,0.17765
3035937,10/27/16,0:17:20,10/27/16 0:17,15,6548,2727407616,2790853758,2.540096283,2.599185107,"62,843","14,609","10,619","3,555",0.16934,0.17328
3035939,10/27/16,0:21:09,10/27/16 0:21,15,6230,2357686272,2696627304,2.195766449,2.511429884,"62,718","14,528","10,653","3,555",0.14638,0.16743
3035946,10/27/16,0:29:33,10/27/16 0:29,15,6444,2040606720,2939576220,1.900463104,2.737693693,"62,772","14,494","10,525","3,555",0.12670,0.18251
3035977,10/27/16,1:36:27,10/27/16 1:36,15,6492,3288346624,2691053174,3.062511444,2.50623857,"62,866","14,588","10,775","3,555",0.20417,0.16708
3035984,10/27/16,1:42:18,10/27/16 1:42,15,6349,2736451584,2277670998,2.548519135,2.121246418,"54,343","12,646","9,262","2,984",0.16990,0.14142
3035985,10/27/16,1:42:21,10/27/16 1:42,15,6268,5514813440,2507733702,5.136070251,2.335509008,"62,812","14,534","11,228","3,555",0.34240,0.15570
3035986,10/27/16,1:42:56,10/27/16 1:42,28,6615,10130100224,6100162778,9.434391022,5.681219304,"117,119","27,091","20,017","6,636",0.33694,0.20290
3035989,10/27/16,2:19:14,10/27/16 2:19,300,6811,2.53271E+11,73051088839,235.8766785,68.03412814,"1,251,502","290,680","270,968","70,775",0.78626,0.22678
3035991,10/27/16,2:27:09,10/27/16 2:27,15,6170,9296474112,2570089244,8.658016205,2.393582132,"62,621","14,475","14,458","3,555",0.57720,0.15957
3035999,10/27/16,2:47:32,10/27/16 2:47,15,5625,6870466560,2302185360,6.398620605,2.144077197,"62,626","14,480","10,280","3,555",0.42657,0.14294
3036000,10/27/16,2:47:36,10/27/16 2:47,15,7107,21798912,3608895093,0.020301819,3.36104547,"23,026","6,741","4,930","1,529",0.00135,0.22407
3036006,10/27/16,2:53:13,10/27/16 2:53,15,5885,5923688448,2574114508,5.516864777,2.397330951,"62,642","14,452","12,261","3,555",0.36779,0.15982
3036007,10/27/16,2:54:22,10/27/16 2:54,15,6636,6189174784,2835295663,5.764118195,2.640574857,"62,713","14,479","11,476","3,555",0.38427,0.17604
3036012,10/27/16,2:58:33,10/27/16 2:58,15,6161,6236389376,2551923877,5.80809021,2.376664315,"60,098","13,867","10,896","3,344",0.38721,0.15844
3036014,10/27/16,2:58:36,10/27/16 2:58,15,5788,5552115712,2379736082,5.170810699,2.216301935,"62,647","14,457","11,423","3,555",0.34472,0.14775
3036015,10/27/16,3:00:18,10/27/16 3:00,15,6908,6521901056,2898352244,6.073993683,2.699300874,"62,956","14,634","11,002","3,555",0.40493,0.17995
3036017,10/27/16,3:01:36,10/27/16 3:01,15,6569,6224879616,2917116833,5.797370911,2.716776759,"62,971","14,605","11,468","3,555",0.38649,0.18112
3036039,10/27/16,3:28:14,10/27/16 3:28,15,5841,5972205568,2628251679,5.562049866,2.44775012,"62,773","14,495","13,667","3,555",0.37080,0.16318
3036040,10/27/16,3:28:56,10/27/16 3:28,15,6274,3277234176,2936369535,3.05216217,2.734707235,"62,961","14,911","11,759","3,555",0.20348,0.18231
3036043,10/27/16,3:36:35,10/27/16 3:36,20,5582,7462567936,3515770216,6.950057983,3.274316169,"83,845","19,313","13,913","4,740",0.34750,0.16372
3036044,10/27/16,3:39:45,10/27/16 3:39,15,6209,4614615040,3029827696,4.29769516,2.82174693,"63,008","14,878","14,571","3,555",0.28651,0.18812
3036078,10/27/16,4:46:24,10/27/16 4:46,15,6462,4236161024,2922444556,3.945232391,2.721738588,"62,936","14,850","15,245","3,555",0.26302,0.18145
3036082,10/27/16,4:52:11,10/27/16 4:52,15,5870,6907506688,2564544759,6.433116913,2.388418428,"62,800","14,478","10,318","3,555",0.42887,0.15923
3036084,10/27/16,5:02:38,10/27/16 5:02,22,5990,8456871936,3609799939,7.876075745,3.361888173,"89,385","20,680","14,937","5,066",0.35800,0.15281
3036087,10/27/16,5:10:24,10/27/16 5:10,15,5809,2803752960,2510002974,2.611198425,2.337622432,"62,806","14,528","10,411","3,555",0.17408,0.15584
3036095,10/27/16,5:14:14,10/27/16 5:14,15,5579,4232663040,2301909829,3.94197464,2.143820588,"60,004","13,861","10,021","3,359",0.26280,0.14292
3036096,10/27/16,5:14:51,10/27/16 5:14,15,5883,8119160832,2305041126,7.56155777,2.146736836,"62,886","14,476","10,630","3,555",0.50410,0.14312
3036099,10/27/16,5:28:54,10/27/16 5:28,19,5720,9993977856,3272806105,9.307617188,3.048038208,"79,600","18,354","13,500","4,503",0.48987,0.16042
3036148,10/27/16,6:03:53,10/27/16 6:03,15,5752,2123534336,2605357383,1.977695465,2.426428146,"62,676","14,486","10,449","3,555",0.13185,0.16176
3036149,10/27/16,6:03:57,10/27/16 6:03,15,5692,5457911808,2503001848,5.083076477,2.331102125,"62,568","14,466","10,342","3,555",0.33887,0.15541
3036165,10/27/16,6:16:08,10/27/16 6:16,15,5985,6374121472,2473703822,5.93636322,2.303816212,"62,650","14,460","10,527","3,555",0.39576,0.15359
3036177,10/27/16,6:30:54,10/27/16 6:30,15,5788,3376787456,2405708675,3.144878387,2.240490797,"59,857","13,846","9,901","3,362",0.20966,0.14937
3036192,10/27/16,6:47:59,10/27/16 6:47,15,5851,3263967232,2455094848,3.039806366,2.286485255,"62,558","14,500","10,721","3,555",0.20265,0.15243
3036193,10/27/16,6:48:03,10/27/16 6:48,15,5588,6443798528,2468240074,6.001255035,2.2987277,"62,722","14,488","11,219","3,555",0.40008,0.15325
3036194,10/27/16,6:50:17,10/27/16 6:50,15,5475,5386227712,2415981787,5.01631546,2.250058378,"62,708","14,518","11,323","3,555",0.33442,0.15000
3036199,10/27/16,7:05:24,10/27/16 7:05,15,6084,2608394240,2045931567,2.429256439,1.905422254,"56,937","13,201","9,740","3,146",0.16195,0.12703
3036200,10/27/16,7:05:27,10/27/16 7:05,15,5907,2601578496,2464008141,2.422908783,2.294786406,"59,881","13,914","10,092","3,394",0.16153,0.15299
3036201,10/27/16,7:11:40,10/27/16 7:11,27,5788,14927794176,5051908468,13.90259171,4.704956401,"109,984","25,421","19,192","6,195",0.51491,0.17426
3036215,10/27/16,7:30:06,10/27/16 7:30,15,6009,1961832448,2649739345,1.827098846,2.467762069,"62,638","14,492","10,350","3,555",0.12181,0.16452
3036216,10/27/16,7:30:09,10/27/16 7:30,15,6041,6751113216,2693844829,6.287464142,2.508838502,"62,601","14,499","10,178","3,555",0.41916,0.16726
3036284,10/27/16,8:21:12,10/27/16 8:21,15,5585,6171111424,2673342302,5.74729538,2.489744036,"62,754","14,476","10,594","3,555",0.38315,0.16598
3036286,10/27/16,8:21:41,10/27/16 8:21,15,5825,9741230080,2768036404,9.072227478,2.57793479,"62,796","14,518","10,535","3,555",0.60482,0.17186
3036291,10/27/16,8:35:33,10/27/16 8:35,15,5564,1613053952,2676437145,1.50227356,2.492626333,"62,733","14,499","10,101","3,555",0.10015,0.16618
3036766,10/27/16,13:57:08,10/27/16 13:57,22,5640,4151541760,3336688109,3.866424561,3.10753296,"86,476","19,958","14,547","4,805",0.17575,0.14125
3036781,10/27/16,14:07:39,10/27/16 14:07,15,6053,5098504192,2115327819,4.748352051,1.970052551,"62,742","14,508","11,332","3,555",0.31656,0.13134
3036839,10/27/16,14:26:22,10/27/16 14:26,15,5693,4557320192,2347437098,4.244335175,2.186221162,"62,711","14,477","11,238","3,555",0.28296,0.14575
3036840,10/27/16,14:26:25,10/27/16 14:26,15,5666,4627992576,2301466566,4.310153961,2.143407768,"62,801","14,479","10,635","3,555",0.28734,0.14289
3036841,10/27/16,14:26:29,10/27/16 14:26,15,5520,8419282944,2218825564,7.841068268,2.066442337,"62,675","14,485","11,241","3,555",0.52274,0.13776
3036846,10/27/16,14:30:26,10/27/16 14:30,15,5860,4322361344,2322860384,4.025512695,2.163332313,"62,633","14,487","10,348","3,555",0.26837,0.14422
3036848,10/27/16,14:31:15,10/27/16 14:31,15,5887,2342592512,2588951921,2.18170929,2.411149369,"62,792","14,470","10,438","3,555",0.14545,0.16074
3036849,10/27/16,14:33:20,10/27/16 14:33,20,5864,8726327296,3538856913,8.127025604,3.295817331,"83,643","19,331","14,127","4,740",0.40635,0.16479
3036853,10/27/16,14:36:47,10/27/16 14:36,15,5843,5819478016,2156394483,5.419811249,2.008298862,"59,926","13,915","10,002","3,407",0.36132,0.13389
3036854,10/27/16,14:36:50,10/27/16 14:36,15,5845,3671740416,2352755292,3.419574738,2.191174116,"62,730","14,452","10,556","3,555",0.22797,0.14608
3036856,10/27/16,14:40:18,10/27/16 14:40,15,5559,2151706624,2318776436,2.003932953,2.15952884,"62,773","14,495","10,318","3,555",0.13360,0.14397
3036864,10/27/16,14:49:18,10/27/16 14:49,15,5604,2568507392,2104921424,2.392108917,1.96036084,"62,786","14,508","10,458","3,555",0.15947,0.13069
3036866,10/27/16,14:49:22,10/27/16 14:49,15,5642,4515471360,2398573067,4.205360413,2.233845244,"59,933","13,966","9,982","3,406",0.28036,0.14892
3036871,10/27/16,14:49:25,10/27/16 14:49,15,5536,2321719296,2167162719,2.162269592,2.018327563,"62,582","14,524","10,637","3,555",0.14415,0.13456
3036873,10/27/16,14:49:28,10/27/16 14:49,15,5781,4753739776,2102228962,4.427265167,1.957853289,"59,943","13,844","10,242","3,346",0.29515,0.13052
3036874,10/27/16,14:49:48,10/27/16 14:49,15,5590,3352784896,2479921185,3.122524261,2.309606583,"62,850","14,484","10,419","3,555",0.20817,0.15397
3036875,10/27/16,14:49:51,10/27/16 14:49,15,5897,3412619264,2365029360,3.178249359,2.202605233,"62,879","14,469","10,489","3,555",0.21188,0.14684
3036877,10/27/16,14:49:54,10/27/16 14:49,15,5667,5130293248,2315132050,4.777957916,2.156134741,"62,765","14,487","10,636","3,555",0.31853,0.14374
3036900,10/27/16,15:00:45,10/27/16 15:00,42,6409,22647336960,9600359698,21.09197617,8.941031711,"175,819","40,799","30,670","9,954",0.50219,0.21288
3036911,10/27/16,15:03:33,10/27/16 15:03,74,6634,61021138944,15817193939,56.83036423,14.73090978,"309,748","71,732","58,843","17,538",0.76798,0.19907
3037038,10/27/16,15:46:13,10/27/16 15:46,28,5839,19299020800,4815454213,17.97361374,4.484741216,"113,817","26,328","19,178","6,423",0.64191,0.16017
3037056,10/27/16,15:59:07,10/27/16 15:59,18,5922,3936395264,2817113190,3.666053772,2.623641109,"74,985","17,377","12,269","4,266",0.20367,0.14576
3037081,10/27/16,16:08:24,10/27/16 16:08,15,6142,4986847232,2560481093,4.644363403,2.384633844,"62,506","14,492","10,977","3,555",0.30962,0.15898
3037108,10/27/16,16:21:06,10/27/16 16:21,35,6631,18207690752,7383440050,16.95723343,6.876364397,"146,752","34,434","25,510","8,295",0.48449,0.19647
3037111,10/27/16,16:21:24,10/27/16 16:21,16,7023,5206376448,2815933704,4.848815918,2.622542627,"67,243","15,899","12,007","3,792",0.30305,0.16391
3037120,10/27/16,16:24:56,10/27/16 16:24,20,6893,5834076160,3893782477,5.43340683,3.626367521,"83,999","19,863","14,827","4,740",0.27167,0.18132
3037129,10/27/16,16:26:52,10/27/16 16:26,25,6620,7561121792,4766734469,7.041843414,4.439367418,"105,060","24,846","18,824","5,925",0.28167,0.17757
3037140,10/27/16,16:34:39,10/27/16 16:34,15,6512,2462081024,2493974002,2.292991638,2.322694289,"62,971","14,913","11,231","3,555",0.15287,0.15485
3037147,10/27/16,16:38:22,10/27/16 16:38,15,6871,5260685312,2722246775,4.899394989,2.535289875,"62,615","14,601","10,503","3,555",0.32663,0.16902
3037162,10/27/16,16:42:11,10/27/16 16:42,15,6402,7875956736,2425451305,7.335056305,2.258877554,"62,937","14,879","11,279","3,555",0.48900,0.15059
3037176,10/27/16,16:46:43,10/27/16 16:46,15,6611,7478767616,2638534265,6.965145111,2.457326525,"62,657","14,555","10,925","3,555",0.46434,0.16382
3037177,10/27/16,16:46:46,10/27/16 16:46,15,6535,6657368064,2534106865,6.200157166,2.36007093,"62,716","14,570","10,622","3,555",0.41334,0.15734
3037183,10/27/16,16:47:20,10/27/16 16:47,15,6524,6900457472,2704952638,6.426551819,2.519183455,"63,009","14,915","12,122","3,555",0.42844,0.16795
3037185,10/27/16,16:48:05,10/27/16 16:48,15,6869,4420448256,2571774952,4.116863251,2.39515207,"62,695","14,593","10,744","3,555",0.27446,0.15968
3037199,10/27/16,16:54:14,10/27/16 16:54,30,7097,16220561408,6062060058,15.10657501,5.645733381,"125,320","29,248","22,000","7,110",0.50355,0.18819
3037210,10/27/16,16:58:10,10/27/16 16:58,31,6961,21538758656,6500749439,20.05953217,6.054294704,"129,275","29,917","21,929","7,347",0.64708,0.19530
3037288,10/27/16,17:08:18,10/27/16 17:08,15,6553,2265583616,2720547065,2.109989166,2.533706897,"62,526","14,556","10,775","3,555",0.14067,0.16891
3037299,10/27/16,17:19:37,10/27/16 17:19,15,6769,8296321024,2490718661,7.726551056,2.319662516,"62,730","14,628","10,826","3,555",0.51510,0.15464
3037302,10/27/16,17:22:02,10/27/16 17:22,15,6758,7511891968,2836656697,6.995994568,2.641842418,"62,689","14,499","10,366","3,555",0.46640,0.17612
3037305,10/27/16,17:22:06,10/27/16 17:22,15,6783,3509022720,2376383883,3.268032074,2.213179956,"62,726","14,624","10,952","3,548",0.21787,0.14755
3037330,10/27/16,17:51:34,10/27/16 17:51,15,6651,3757088768,2431990102,3.499061584,2.264967283,"59,813","13,890","10,590","3,388",0.23327,0.15100
3037340,10/27/16,18:02:01,10/27/16 18:02,35,6864,27892609024,7475153627,25.97701645,6.961779322,"145,917","33,855","25,544","8,295",0.74220,0.19891
3037341,10/27/16,18:05:44,10/27/16 18:05,15,6591,4565889024,2705366804,4.252315521,2.519569177,"62,498","14,484","10,429","3,555",0.28349,0.16797
3037368,10/27/16,18:22:21,10/27/16 18:22,55,6690,31996461056,12309347206,29.79902649,11.46397293,"229,554","53,180","40,459","13,035",0.54180,0.20844
3037373,10/27/16,18:29:49,10/27/16 18:29,23,6417,15282356224,4246577329,14.23280334,3.954933331,"95,932","22,202","16,116","5,451",0.61882,0.17195
3037374,10/27/16,18:34:02,10/27/16 18:34,15,6667,5420974080,2521798414,5.048675537,2.348607792,"62,693","14,503","12,048","3,555",0.33658,0.15657
3037377,10/27/16,18:36:06,10/27/16 18:36,15,7094,3782778880,2735546329,3.522987366,2.54767605,"60,350","14,149","10,193","3,442",0.23487,0.16985
3037380,10/27/16,18:37:46,10/27/16 18:37,15,6607,4112945152,2807505272,3.830478668,2.614693038,"62,540","14,482","11,349","3,555",0.25537,0.17431
3037389,10/27/16,18:47:05,10/27/16 18:47,28,6068,10939568128,5199362360,10.18826675,4.842283539,"116,871","27,019","19,946","6,636",0.36387,0.17294
3037393,10/27/16,18:53:18,10/27/16 18:53,15,6091,3323318272,2470771905,3.095081329,2.301085652,"62,549","14,491","10,543","3,555",0.20634,0.15341
3037394,10/27/16,18:53:23,10/27/16 18:53,15,6366,3428753408,2454080457,3.193275452,2.28554053,"62,608","14,506","10,567","3,555",0.21289,0.15237
3037405,10/27/16,18:53:26,10/27/16 18:53,15,6159,6083129344,2429385294,5.665355682,2.262541367,"62,633","14,487","10,473","3,555",0.37769,0.15084
3037406,10/27/16,18:53:29,10/27/16 18:53,15,6084,3405021184,2490749845,3.171173096,2.319691558,"62,478","14,508","10,559","3,555",0.21141,0.15465
3037408,10/27/16,18:58:01,10/27/16 18:58,51,6223,35019923456,10521622825,32.61484528,9.799024859,"212,503","49,273","39,804","12,087",0.63951,0.19214
3037413,10/27/16,19:06:49,10/27/16 19:06,15,6400,2802745344,2570101065,2.61026001,2.393593141,"62,580","14,522","10,648","3,555",0.17402,0.15957
3037414,10/27/16,19:09:33,10/27/16 19:09,15,6398,3554574336,2439463487,3.310455322,2.271927415,"62,640","14,494","10,641","3,555",0.22070,0.15146
3037420,10/27/16,19:19:43,10/27/16 19:19,27,6821,12768141312,4913850353,11.89125824,4.576379762,"112,666","26,100","19,524","6,399",0.44042,0.16950
3037422,10/27/16,19:23:17,10/27/16 19:23,42,6383,18404478976,8885342474,17.14050674,8.275120029,"175,388","40,632","31,164","9,954",0.40811,0.19703
3037425,10/27/16,19:24:55,10/27/16 19:24,46,6186,20764921856,9266353671,19.33884048,8.629964358,"192,187","44,507","34,455","10,902",0.42041,0.18761
3037427,10/27/16,19:33:43,10/27/16 19:33,83,6806,71160606720,18983141778,66.27347946,17.67942847,"347,422","80,800","62,762","19,671",0.79848,0.21301
3037444,10/27/16,20:14:29,10/27/16 20:14,19,6753,4157988864,3500008838,3.872428894,3.259637242,"79,443","18,461","13,404","4,503",0.20381,0.17156
3037446,10/27/16,20:17:40,10/27/16 20:17,15,6785,7407915008,2487444454,6.899158478,2.316613173,"62,811","14,577","10,538","3,555",0.45994,0.15444
3037473,10/27/16,21:01:42,10/27/16 21:01,15,6515,4399710208,3027978769,4.097549438,2.820024983,"62,986","14,884","11,206","3,555",0.27317,0.18800
3037482,10/27/16,21:14:13,10/27/16 21:14,30,6484,19678564352,6531765208,18.32709122,6.08318039,"125,828","29,228","21,312","7,110",0.61090,0.20277
3037483,10/27/16,21:14:29,10/27/16 21:14,15,6528,3592351744,2629501196,3.345638275,2.448913824,"62,845","14,611","10,609","3,555",0.22304,0.16326
3037485,10/27/16,21:16:22,10/27/16 21:16,32,6526,22738042880,6670644968,21.17645264,6.212522246,"133,853","31,165","22,650","7,584",0.66176,0.19414
3037487,10/27/16,21:21:11,10/27/16 21:21,15,6442,7770296320,2661014382,7.236652374,2.478262765,"62,819","14,629","12,341","3,555",0.48244,0.16522
3037488,10/27/16,21:21:14,10/27/16 21:21,15,6117,5234298880,2804052735,4.874820709,2.611477613,"62,764","14,530","10,869","3,555",0.32499,0.17410
3037489,10/27/16,21:22:38,10/27/16 21:22,15,6467,7600279552,2768385606,7.07831192,2.57826001,"62,942","14,620","11,815","3,555",0.47189,0.17188
3037490,10/27/16,21:22:41,10/27/16 21:22,15,6361,5437214720,2581543100,5.063800812,2.404249366,"62,897","14,619","10,549","3,555",0.33759,0.16028
3037492,10/27/16,21:24:12,10/27/16 21:24,15,6359,5544103936,2850653503,5.163349152,2.65487796,"62,823","14,633","10,810","3,555",0.34422,0.17699
3037493,10/27/16,21:24:16,10/27/16 21:24,15,6163,6300504064,2567416128,5.867801666,2.391092598,"62,667","14,477","10,347","3,555",0.39119,0.15941
3037494,10/27/16,21:25:01,10/27/16 21:25,15,6477,4023177216,2432429980,3.746875763,2.265376952,"63,209","14,895","11,316","3,555",0.24979,0.15103
3037497,10/27/16,21:25:04,10/27/16 21:25,15,6408,4286066688,2798328048,3.991710663,2.606146082,"63,048","14,902","11,178","3,555",0.26611,0.17374
3037498,10/27/16,21:25:06,10/27/16 21:25,15,6256,5715968000,2671311707,5.323410034,2.487852897,"63,082","14,892","11,686","3,555",0.35489,0.16586
3037499,10/27/16,21:25:09,10/27/16 21:25,15,6263,2805489664,2711946579,2.612815857,2.52569707,"63,212","14,898","11,662","3,555",0.17419,0.16838
3037500,10/27/16,21:28:18,10/27/16 21:28,23,6368,11863719936,4605638613,11.0489502,4.289335211,"96,117","22,211","16,152","5,451",0.48039,0.18649
3037501,10/27/16,21:28:31,10/27/16 21:28,23,6335,12673413120,4605268175,11.80303574,4.288990214,"95,963","22,233","15,998","5,451",0.51318,0.18648
3037502,10/27/16,21:29:56,10/27/16 21:29,27,6473,14147805184,5652606611,13.17617035,5.264400142,"112,765","26,111","19,079","6,399",0.48801,0.19498
3037515,10/27/16,21:57:31,10/27/16 21:57,15,6403,6155407360,2489903310,5.73266983,2.318903161,"62,730","14,496","10,914","3,555",0.38218,0.15459
3037572,10/27/16,22:17:15,10/27/16 22:17,19,6308,8534007808,3710899178,7.947914124,3.456044177,"79,467","18,353","13,509","4,503",0.41831,0.18190
3037573,10/27/16,22:22:20,10/27/16 22:22,15,6303,8022478848,2823912041,7.471515656,2.629973033,"62,765","14,487","11,278","3,555",0.49810,0.17533
3037603,10/27/16,23:01:26,10/27/16 23:01,55,6451,34860191744,12794197487,32.46608353,11.91552494,"230,003","53,145","38,620","13,035",0.59029,0.21665
3037606,10/27/16,23:12:22,10/27/16 23:12,38,6536,26566995968,8266546250,24.74244308,7.698821137,"158,736","36,772","26,992","9,006",0.65112,0.20260
3037608,10/27/16,23:14:27,10/27/16 23:14,34,6378,17500135424,7434583908,16.29827118,6.923995826,"142,091","32,831","24,502","8,058",0.47936,0.20365
3037609,10/27/16,23:14:47,10/27/16 23:14,23,6634,12311449600,4605421201,11.46593094,4.28913273,"96,150","22,200","16,261","5,451",0.49852,0.18648
3037610,10/27/16,23:15:08,10/27/16 23:15,15,6333,3911942144,2715921350,3.643280029,2.529398864,"62,808","14,486","10,546","3,555",0.24289,0.16863
3037611,10/27/16,23:18:57,10/27/16 23:18,15,5758,6529937408,2231329541,6.081478119,2.078087573,"59,785","13,826","9,907","3,342",0.40543,0.13854
3037612,10/27/16,23:19:00,10/27/16 23:19,15,5924,7706349568,2453067965,7.177097321,2.284597573,"62,830","14,464","12,045","3,555",0.47847,0.15231
3037614,10/27/16,23:19:39,10/27/16 23:19,15,5793,7621931008,2515134603,7.09847641,2.342401634,"59,890","13,879","10,248","3,388",0.47323,0.15616
3037615,10/27/16,23:19:42,10/27/16 23:19,15,5889,5714464768,2459889197,5.32201004,2.29095034,"62,823","14,501","10,400","3,555",0.35480,0.15273
